0.100000	5.41086e-11
0.101380	5.4955e-11
0.102761	5.58058e-11
0.104141	5.66628e-11
0.105521	5.75246e-11
0.106901	5.83929e-11
0.108282	5.92666e-11
0.109662	6.01457e-11
0.111042	6.10311e-11
0.112422	6.19224e-11
0.113803	6.2819e-11
0.115183	6.37229e-11
0.116563	6.4631e-11
0.117944	6.55464e-11
0.119324	6.6469e-11
0.120704	6.73971e-11
0.122084	6.83308e-11
0.123465	6.92713e-11
0.124845	7.02184e-11
0.126225	7.11734e-11
0.127606	7.21341e-11
0.128986	7.31019e-11
0.130366	7.40754e-11
0.131746	7.50576e-11
0.133127	7.60446e-11
0.134507	7.70402e-11
0.135887	7.80428e-11
0.137267	7.90519e-11
0.138648	8.00693e-11
0.140028	8.10929e-11
0.141408	8.21251e-11
0.142789	8.31627e-11
0.144169	8.42109e-11
0.145549	8.52648e-11
0.146929	8.63265e-11
0.148310	8.7395e-11
0.149690	8.84731e-11
0.151070	8.95579e-11
0.152450	9.06513e-11
0.153831	9.17522e-11
0.155211	9.28604e-11
0.156591	9.39788e-11
0.157972	9.51045e-11
0.159352	9.62379e-11
0.160732	9.73807e-11
0.162112	9.85304e-11
0.163493	9.96902e-11
0.164873	1.00858e-10
0.166253	1.02034e-10
0.167634	1.03219e-10
0.169014	1.04412e-10
0.170394	1.05615e-10
0.171774	1.06827e-10
0.173155	1.08048e-10
0.174535	1.09278e-10
0.175915	1.10517e-10
0.177295	1.11765e-10
0.178676	1.13022e-10
0.180056	1.14289e-10
0.181436	1.15566e-10
0.182817	1.16851e-10
0.184197	1.18147e-10
0.185577	1.19452e-10
0.186957	1.20767e-10
0.188338	1.22091e-10
0.189718	1.23426e-10
0.191098	1.24771e-10
0.192478	1.26125e-10
0.193859	1.2749e-10
0.195239	1.28865e-10
0.196619	1.30251e-10
0.198000	1.31647e-10
0.199380	1.33052e-10
0.200760	1.34469e-10
0.202140	1.35896e-10
0.203521	1.37334e-10
0.204901	1.38784e-10
0.206281	1.40244e-10
0.207662	1.41715e-10
0.209042	1.43195e-10
0.210422	1.44689e-10
0.211802	1.46192e-10
0.213183	1.47708e-10
0.214563	1.49235e-10
0.215943	1.50772e-10
0.217323	1.52323e-10
0.218704	1.53884e-10
0.220084	1.55457e-10
0.221464	1.57042e-10
0.222845	1.58639e-10
0.224225	1.60246e-10
0.225605	1.61868e-10
0.226985	1.63501e-10
0.228366	1.65146e-10
0.229746	1.66803e-10
0.231126	1.68473e-10
0.232507	1.70156e-10
0.233887	1.71852e-10
0.235267	1.73559e-10
0.236647	1.7528e-10
0.238028	1.77014e-10
0.239408	1.7876e-10
0.240788	1.8052e-10
0.242168	1.82294e-10
0.243549	1.84079e-10
0.244929	1.85879e-10
0.246309	1.87692e-10
0.247690	1.89519e-10
0.249070	1.9136e-10
0.250450	1.93213e-10
0.251830	1.95081e-10
0.253211	1.96964e-10
0.254591	1.9886e-10
0.255971	2.0077e-10
0.257351	2.02695e-10
0.258732	2.04634e-10
0.260112	2.06587e-10
0.261492	2.08555e-10
0.262873	2.10539e-10
0.264253	2.12537e-10
0.265633	2.14549e-10
0.267013	2.16576e-10
0.268394	2.18619e-10
0.269774	2.20678e-10
0.271154	2.22752e-10
0.272535	2.2484e-10
0.273915	2.26946e-10
0.275295	2.29066e-10
0.276675	2.31202e-10
0.278056	2.33354e-10
0.279436	2.35523e-10
0.280816	2.37707e-10
0.282196	2.39908e-10
0.283577	2.42125e-10
0.284957	2.44358e-10
0.286337	2.46609e-10
0.287718	2.48876e-10
0.289098	2.5116e-10
0.290478	2.53461e-10
0.291858	2.55779e-10
0.293239	2.58115e-10
0.294619	2.60468e-10
0.295999	2.62838e-10
0.297379	2.65227e-10
0.298760	2.67632e-10
0.300140	2.70056e-10
0.301520	2.72497e-10
0.302901	2.74958e-10
0.304281	2.77435e-10
0.305661	2.79932e-10
0.307041	2.82447e-10
0.308422	2.84981e-10
0.309802	2.87533e-10
0.311182	2.90104e-10
0.312563	2.92696e-10
0.313943	2.95306e-10
0.315323	2.97936e-10
0.316703	3.00584e-10
0.318084	3.03253e-10
0.319464	3.05941e-10
0.320844	3.08649e-10
0.322224	3.11377e-10
0.323605	3.14125e-10
0.324985	3.16895e-10
0.326365	3.19684e-10
0.327746	3.22494e-10
0.329126	3.25326e-10
0.330506	3.28177e-10
0.331886	3.3105e-10
0.333267	3.33945e-10
0.334647	3.3686e-10
0.336027	3.39797e-10
0.337407	3.42755e-10
0.338788	3.45736e-10
0.340168	3.48739e-10
0.341548	3.51765e-10
0.342929	3.54812e-10
0.344309	3.57882e-10
0.345689	3.60974e-10
0.347069	3.6409e-10
0.348450	3.67228e-10
0.349830	3.7039e-10
0.351210	3.73575e-10
0.352591	3.76783e-10
0.353971	3.80015e-10
0.355351	3.83271e-10
0.356731	3.86551e-10
0.358112	3.89854e-10
0.359492	3.93183e-10
0.360872	3.96536e-10
0.362252	3.99914e-10
0.363633	4.03316e-10
0.365013	4.06744e-10
0.366393	4.10197e-10
0.367774	4.13674e-10
0.369154	4.17179e-10
0.370534	4.20708e-10
0.371914	4.24263e-10
0.373295	4.27845e-10
0.374675	4.31454e-10
0.376055	4.35088e-10
0.377435	4.38749e-10
0.378816	4.42438e-10
0.380196	4.46152e-10
0.381576	4.49895e-10
0.382957	4.53665e-10
0.384337	4.57462e-10
0.385717	4.61288e-10
0.387097	4.65142e-10
0.388478	4.69023e-10
0.389858	4.72934e-10
0.391238	4.76874e-10
0.392619	4.80841e-10
0.393999	4.84839e-10
0.395379	4.88865e-10
0.396759	4.9292e-10
0.398140	4.97006e-10
0.399520	5.01121e-10
0.400900	5.05267e-10
0.402280	5.09443e-10
0.403661	5.1365e-10
0.405041	5.17888e-10
0.406421	5.22157e-10
0.407802	5.26455e-10
0.409182	5.30786e-10
0.410562	5.35149e-10
0.411942	5.39544e-10
0.413323	5.43971e-10
0.414703	5.4843e-10
0.416083	5.52921e-10
0.417463	5.57447e-10
0.418844	5.62004e-10
0.420224	5.66595e-10
0.421604	5.7122e-10
0.422985	5.75877e-10
0.424365	5.8057e-10
0.425745	5.85298e-10
0.427125	5.90058e-10
0.428506	5.94854e-10
0.429886	5.99685e-10
0.431266	6.04552e-10
0.432647	6.09452e-10
0.434027	6.1439e-10
0.435407	6.19363e-10
0.436787	6.24373e-10
0.438168	6.29419e-10
0.439548	6.34503e-10
0.440928	6.39623e-10
0.442308	6.4478e-10
0.443689	6.49975e-10
0.445069	6.55207e-10
0.446449	6.60478e-10
0.447830	6.65787e-10
0.449210	6.71134e-10
0.450590	6.76522e-10
0.451970	6.81948e-10
0.453351	6.87413e-10
0.454731	6.92919e-10
0.456111	6.98464e-10
0.457491	7.0405e-10
0.458872	7.09677e-10
0.460252	7.15343e-10
0.461632	7.21052e-10
0.463013	7.26801e-10
0.464393	7.32593e-10
0.465773	7.38427e-10
0.467153	7.44304e-10
0.468534	7.50223e-10
0.469914	7.56185e-10
0.471294	7.6219e-10
0.472675	7.68238e-10
0.474055	7.74332e-10
0.475435	7.80469e-10
0.476815	7.86651e-10
0.478196	7.92877e-10
0.479576	7.99149e-10
0.480956	8.05466e-10
0.482336	8.11829e-10
0.483717	8.18239e-10
0.485097	8.24694e-10
0.486477	8.31197e-10
0.487858	8.37747e-10
0.489238	8.44344e-10
0.490618	8.50989e-10
0.491998	8.57682e-10
0.493379	8.64423e-10
0.494759	8.71215e-10
0.496139	8.78055e-10
0.497520	8.84944e-10
0.498900	8.91884e-10
0.500280	8.98873e-10
0.501660	9.05913e-10
